company_name,category,description,class_types,minimum_age,maximum_age,age_range_display,parental_requirement,address,eircode,latitude,longitude,days_of_week,start_time,end_time,term_structure,price_amount,price_currency,pricing_basis,pricing_details,website_url,booking_url,email_address,phone_number,facilities,source_urls,date_verified,verification_status,image_url
Laola Movement: Outdoor Pilates classes & retreats in Malahide area,"Nature, Outdoors & Group Meet-Ups, Outdoor Bootcamps, Pilates Mat, Yoga, Pilates & Wellbeing","LAOLA Movement was founded in 2023 by Taty, a German born, Ireland based certified Pilates instructor with a love for movement, connection, and the outdoors. Her mission? To help people feel stronger, more flexible, and ultimately happier in their own skin — through joyful, accessible Pilates classes and unforgettable experiences in nature. LAOLA’s name is inspired by the German word for “Mexican wave” (La Ola) — a symbol of community, rhythm, and spine mobility (the core of Pilates!). It perfectly reflects the brand’s philosophy: to move together, to celebrate our bodies, and to ride life’s waves — on the mat and beyond. What began as a handful of outdoor classes quickly grew into a growing movement in the local community. Today, LAOLA offers a mix of outdoor group classes in summer , online sessions in winter , and one-of-a-kind Pilates events that bring like-minded souls together — from sea swims to paddleboarding and even Pilates with alpacas. Taty is YMCA accredited through Reformation Studio (Dublin), with additional qualifications in Ante & Postnatal Pilates (APPI, London 2024) and an ongoing focus on women’s health and the transitions women go through across life stages. Every class is led by her personally, blending technical precision with fun, human connection. Whether you're a curious beginner or a seasoned mover, LAOLA Movement welcomes all genders and levels . Taty creates a space that’s equal parts grounding and uplifting—rooted in movement, laughter, and community care. Outdoor events include: Outdoor Pilates & Sea Swims (every Monday 7pm!) Beach Pilates, Sea Swim & Sauna (next one coming up in August) Sunset Pilates & Stand-Up Paddleboarding (next one coming up soon!) Hidden Reset: A 3-hour mini retreat with Pilates, breathwork, nourishing snacks, local wine, and… alpacas. Yes, alpacas. ( Next one coming up in April) “Pilates?! I thought you said pies and lattes” – A morning event with Pilates, followed by light breakfast and pastries. Yes, humor belongs in your wellness journey, too. 📍 For the latest class schedule and a healthy dose of Pilates inspiration, follow @laola_movement. 📩 Booking via Wunderbook or email: laola.movement@gmail.com or this link tree 🌊 Taty can’t wait to welcome you on the mat—or in the sea. Testimonials about LAOLA Movement From Alison: “ I love Taty’s classes. She brings energy, encouragement and fun to each class. Taty offers regular slots as well as pop up activities with a social element and outdoor classes on Paddy’s Hill and the beach. This is a welcoming pilates community and I strongly recommend it.” From Roshni: “ Signed up on Taty's 6 week pilates program at the beginning of Jan. The best first decision I made in 2024. Taty is excellent, she listens to understand your personal goals. Her sessions are well paced, fun and as challenging as you want them to be.” From Emma: “Completed two courses now with Taty and couldn’t recommend her more. Amazing instructor and classes are fun and rewarding.” From Sarah: “The best pilates I have done to date! Taty kept it so interesting, and I learned so much about stretch and movement.” More to be found on @laola_movement instagram highlights under testimonials.",[],,,,,Malahide,,53.4509236,-6.1501378,[],,,,,EUR,,,https://linktr.ee/laola.pilates,,laola.movement@gmail.com,,[],"['https://linktr.ee/laola.pilates', 'https://dostuff.ie/providerpages/laola-movement-outdoor-pilates-classes-in-malahide/']",2026-03-19T15:29:11,,https://dostuff.ie/wp-content/uploads/2026/03/Screenshot-2026-03-19-at-15.28.31.png
Le Chéile Music Piano Community,"Live Online Classes, Music Lessons (Online), Music, Drama & Performance, ONLINE Activities, Piano","Le Chéile Music is an online community for piano students who want to stay motivated and make steady progress in the company of like minded adults. Run by Leah Murphy MA, a teacher and Music Therapist with 20 years experience, the page offers a free sight reading course and the famous 40 Piece Challenge, along with access (after upgrading) to a library of ground-breaking neuroscience-based courses on all aspects of learning piano, and live group classes for every level from beginners to advanced. See what current members are saying about the community here: https://ie.trustpilot.com/review/lecheilemusic.com",[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://www.skool.com/le-cheile-music/about,,leah@lecheilemusic.com,0833591139,[],"['https://www.skool.com/le-cheile-music/about', 'https://dostuff.ie/providerpages/le-cheile-music-piano-community/']",2026-06-15T12:50:20,,https://dostuff.ie/wp-content/uploads/2026/06/Gemini_Generated_Image_n39z08n39z08n39z.png
"Little Folk- Music for Babies, Toddlers, & Young Children","Dads & Babies, Music, Music & Movement for Tots, Music, Drama & Performance, Parent & Toddler Groups, Rhyme Time","Little folk is an early years music class perfectly suited for children aged 4 months - 5 years (or 6 or older) and their parents. Regular class schedule- Monday- Oldcastle Masonic Hall 10am Tuesday- Mullingar Arts Centre 10&11am Wednesday- Kells Family Resource Centre 10&11am Friday- The Backyard, Cavan Town 10&11am Featuring 45 minutes of live music, playing percussive instruments and movement with scarves, a good time is to be had by all. Classes explore rhythm, tempo and movement featuring Kyle’s award winning original children’s music and traditional children's music. Following the Kodaly philosophy of music training, the voice is the first instrument. The sessions are highly interactive and all music is performed live. Kyle has been writing and performing children's music since 2012.",[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://www.kylejamesriley.com/,,littlefolkmusic@outlook.com,,[],"['https://www.kylejamesriley.com/', 'https://dostuff.ie/providerpages/little-folk-music-for-babies-toddlers-young-children/']",2026-05-01T16:27:16,,https://dostuff.ie/wp-content/uploads/2026/05/Basic-Info2.jpeg
Little Strokes Art Studio,"Adult Art, Craft and Making, Kids Art Club, Kids Craft Workshops",Little Strokes Art Studio is an art studio based in the heart of Co. Down. We offer a range of workshops and art clubs for both children and adults where we encourage creativity to shine.,[],,,,,"39a Derryleckagh Road,",BT342NL,51.705042897491,-8.5358957558187,[],,,,,EUR,,,https://www.orla-poland-art.com,,orla.poland.art@gmail.com,07542791868,[],"['https://www.orla-poland-art.com', 'https://dostuff.ie/providerpages/little-strokes-art-studio/']",2026-05-23T23:06:09,,https://dostuff.ie/wp-content/uploads/2026/05/IMG_2123.jpeg
Local Grinds,"English, Grinds, Academic Support, Transition Year, Homework Support, Maths","Qualified Primary School Teacher, providing grinds in Maths and English to primary school aged children. Providing homework supports also.",[],,,,,,,51.705042897491,-8.5358957558187,[],,,,,EUR,,,https://dostuff.ie/providerpages/local-grinds/,,,0831786339,[],['https://dostuff.ie/providerpages/local-grinds/'],2026-03-01T20:32:18,,https://dostuff.ie/wp-content/uploads/2026/03/Screenshot_20260205_161541_M365-Copilot.jpg
Lunch-Time Sound Bath,"Sound Baths, Sound Therapy, Yoga, Pilates & Wellbeing","Join Emily for an immersive journey of sound therapy and meditation, created to nurture peace, presence, and renewal. Sound therapy is an ancient healing practice, rooted in traditions that span thousands of years and cultures. From Tibetan singing bowls in the Himalayas to the use of gongs, drums, and chimes across Indigenous traditions worldwide, sound has long been recognised as a powerful tool for restoration and transformation. Modern research supports what these traditions have known—vibrational sound can calm the nervous system, reduce stress, and bring the body and mind into harmony. In this session, Tibetan and crystal singing bowls, gentle chimes, and the resonance of voice weave a deeply calming soundscape. The vibrations work not only through the ears but through the whole body, encouraging deep rest, release, and reflection. This experience is an invitation to pause, soften, and reconnect with your inner stillness. Whether you are seeking clarity, grounding, or simple relaxation, this session offers a sacred space to realign and recharge. Please wear comfortable clothes and bring your own mat, blankets and anything that will help you feel comfortable and cosy. Please note this is not suitable for those who have a pacemaker.",[],,,,,"Our Lady of Dolours, Botanic Rd",D09 K5R6,53.372843099177004,-6.267798071524495,[],,,,,EUR,,,https://www.thegroundedascent.com,,thegroundedascent@gmail.com,0894928822,[],"['https://www.thegroundedascent.com', 'https://dostuff.ie/providerpages/lunch-time-sound-bath/']",2026-04-15T17:47:01,,https://dostuff.ie/wp-content/uploads/2026/04/DoStuff-Listing-Afternoon-Sound-Bath-in-Glasnevin-.png
Maitri Yoga Louth,"Tai Chi & Qigong, Yoga, Pilates & Wellbeing","Step into a cosy, welcoming studio designed to help you slow down, soften, and truly rest. Each class is intentionally gentle and unhurried, creating a calm and supportive space where you can move, breathe, and reconnect at your own pace. As a teacher living with MS, I understand the importance of adapting movement to suit your body on any given day. Every session is thoughtfully tailored, offering options and encouragement so you feel safe, supported, and empowered—exactly as you are. Classes include Yoga Flow, Gentle Yoga, Beginners Yoga, Chair Yoga, Tai Chi, and CIRCL Mobility, alongside deeply restful offerings such as restorative workshops, meditation, yoga nidra, yin yoga, and “longer time to exhale” classes designed to soothe the nervous system and promote deep relaxation. Whether you’re looking to build gentle strength, improve mobility, or simply take time out to rest and restore, this is a space where you can breathe more deeply, move more freely, and leave feeling grounded and renewed.",[],,,,,"Maitri Yoga Louth, Unit 15-5",A92 E368,53.7148496,-6.3482123,[],,,,,EUR,,,https://www.maitriyogalouth.com,,maitriyogalouth@gmail.com,087 2159284,[],"['https://www.maitriyogalouth.com', 'https://dostuff.ie/providerpages/maitri-yoga-louth/']",2026-05-05T20:58:38,,https://dostuff.ie/wp-content/uploads/2026/05/FB_IMG_1676188221207.jpg
Makerspace@ Bare Food,"Art, Craft & Making","Unleash your creativity at our Makers workshops in Bare Food Cafe. Curated by the Cottage Market you can Explore Block Printing or Discover Decoupage. Part of Soundtown night time economy offerings in Drogheda on the last Friday of the month March 27th Book through Eventbrite The Cottage Market , Makerspace@ Bare Food",[],,,,,15West Street Drogheda,A92PCF3,53.701767245923,-6.4517600225498,[],,,,,EUR,,,https://dostuff.ie/providerpages/makerspace-bare-food/,,eimscullen@hotmail.com,0876626697,[],['https://dostuff.ie/providerpages/makerspace-bare-food/'],2026-03-11T19:48:55,,https://dostuff.ie/wp-content/uploads/2026/03/inbound1391066070056317753.png
Malahide Musical & Dramatic Society,"Acting & Drama, Music, Drama & Performance, Musical Theatre","Malahide Musical & Dramatic Society was established in 1976 when a number of people from Malahide Sports & Recreation Committee, who were lovers of music, came together to create what is now the MMDS that we know and love. The very first musical production, The Quaker Girl, took to the same stage we call home all these years later, in Malahide Community School in November of 1977. MMDS has continued to flourish since then, with musicals, plays and various concerts and performances every year, and an ever-growing group of members.",[],,,,,"Malahide Community School, Broomfield",,53.43826499999999,-6.152653300000001,[],,,,,EUR,,,https://www.malahidemusical.com,,malahidemusicalsociety@gmail.com,,[],"['https://www.malahidemusical.com', 'https://dostuff.ie/providerpages/malahide-musical-dramatic-society/']",2026-05-05T17:43:44,,https://dostuff.ie/wp-content/uploads/2026/05/Site-header.png
Maths Grinds Letterkenny | Leaving Cert & Junior Cert | DMG Donegal Maths Grinds,"A-Level (general), Business & Entrepreneurship, Grinds, Academic Support, Transition Year, Junior Cycle (General), Leaving Cert (General), Live Online Classes, Maths, On‑Demand Courses, Other Online, Study Skills & Exam Prep, Teacher Training, Transition Year",Struggling with Maths? Not sure where to start? DMG Donegal Maths Grinds provides expert maths tuition for: Leaving Cert (Higher & Ordinary Level) Junior Cert (Higher & Ordinary Level) ✔️ Clear step-by-step explanations ✔️ Focus on exam techniques ✔️ Identify weak areas fast ✔️ Proven results with real students 🎯 Start with a FREE maths test on our website and see your level instantly. 🌐 Website: www.donegalmathsgrinds.ie⁠ 📍 Based in Letterkenny – small group classes & online lessons available 💬 Message now to secure your place (limited spaces),[],,,,,Private Address,Private Address,,,[],,,,,EUR,,,https://www.donegalmathsgrinds.ie,,ddonegalmathsgrinds@gmail.com,0851363906,[],"['https://www.donegalmathsgrinds.ie', 'https://dostuff.ie/providerpages/maths-grinds-letterkenny/']",2026-04-22T18:29:16,,https://dostuff.ie/wp-content/uploads/2026/04/1000175741.png
Mini Movers dance class,"Camps & Afterschool, Dance & Movement, Dance Fitness, Parent & Toddler Groups","Dance class for children from 4-6 years old. Parents are required to attend. Highfield Rugby Club, Bishopstown",[],,,,,"Highfield Rugby Club, Woodleigh Park",P67 KD34,51.90239013105118,-8.53446642161892,[],,,,,EUR,,,https://sunflowerstepsdance.my.canva.site/sunflower-steps-dance/page-5?fbclid=IwVERTSARpoeJleHRuA2FlbQIxMABzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR7DpD98p-f7idcqXP1mwRyhooTWswhgimySD_Wdp7crEsRdJx8TP1Vp_hHqqQ_aem_e5XUYHVbrdq6u4wXve0lVg,,Jessiesheehan.js@gmail.com,0894297148,[],"['https://sunflowerstepsdance.my.canva.site/sunflower-steps-dance/page-5?fbclid=IwVERTSARpoeJleHRuA2FlbQIxMABzcnRjBmFwcF9pZAwzNTA2ODU1MzE3MjgAAR7DpD98p-f7idcqXP1mwRyhooTWswhgimySD_Wdp7crEsRdJx8TP1Vp_hHqqQ_aem_e5XUYHVbrdq6u4wXve0lVg', 'https://dostuff.ie/providerpages/mini-movers-dance-class/']",2026-05-13T13:21:39,,https://dostuff.ie/wp-content/uploads/2026/05/1000030540.png
Mna Movement mom & baby Fitness Class,"Antenatal & Postnatal, Parent & Toddler Groups",Mna movement A class designed for mom’s who are postpartum This class is designed for mom’s to get movement weekly in a private gym without the stress of childcare Baby is welcome along work out with like minded people make connections new friendships and take some time for yourself Based in Tralee Co.Kerry Pop over to Instagram mna_movement,[],,,,,"Bounce Sports & Fitness Studio Tralee, Unit 3",V92 A5DV,52.2718608,-9.7090724,[],,,,,EUR,,,https://dostuff.ie/providerpages/mna-movement-mom-baby-fitness-class/,,,,[],['https://dostuff.ie/providerpages/mna-movement-mom-baby-fitness-class/'],2026-07-22T20:20:08,,https://dostuff.ie/wp-content/uploads/2026/07/A72C2A36-90A4-4EEC-A818-24831693BD28.png
Music Maestros – Baby & Toddler Music Classes,"Baby & Early Learning, Music & Movement for Tots, New Parent Workshops, Parent & Toddler Groups, Piano","Music Maestros provides baby & toddler music classes in North Kildare (Kilcock / Celbridge) and West Dublin (Chapelizod / Adamstown), along with private piano classes in Chapelizod. Baby & toddler music classes are a fun way of introducing your little maestro to music from an early age. We'll play around with foundational musical concepts (e.g. fast & slow / loud & soft) while constantly working on developing a steady beat. However the main benefits of music at this young age will be focusing on their fine & gross motor skills / cognitive skills / expression / communication and much more. Always wanted to learn the piano? All ages are welcome (from 5 years+). The piano is a beautiful instrument and so satifying to play, but did you know it can improve your memory, support brain development, reduce stress and anxiety, improve hand-eye coordination and improve your focus? Find out more by clicking the website link below 🎶 Have a question? Get in touch with me directly at musicmaestrosinfo@gmail.com, or DM me on Instagram / Facebook.",[],,,,,,,,,[],,,,,EUR,,,https://www.musicmaestros.ie,,musicmaestrosinfo@gmail.com,,[],"['https://www.musicmaestros.ie', 'https://dostuff.ie/providerpages/music-maestros-baby-and-toddler-music-classes/']",2026-04-08T13:36:47,,https://dostuff.ie/wp-content/uploads/2026/04/Photo-for-website-6.jpg
