Title,URL,Tagline,Description,Categories,Ages Detail,Region,Address,Latitude,Longitude,Phone,Email,Website,Facebook,Instagram,Other Links,Pricing,Verified,Promoted,Listing Type,Thumbnail
Mucky Picnic,https://totsspots.com/listing/mucky-picnic/,Messy Play & Arts Classes,"The most regular Mucky Picnic is on Friday mornings in Kidspace Rathcoole. These run during school terms at 10:15am. No need to book, just turn up ready for mess! Children must not be left unattended.
Each class has a selection of sensory and messy play trays to explore, and these vary from week to week depending on the theme.
Sessions are relaxed and unstructured so you and your little one can explore at your own pace. It is a super relaxing environment for smallies to play, socialise and be their own unique selves. 💖
Just like a real picnic, Mucky Picnic sessions can be taken almost anywhere! Sessions also run in libraries, schools, toddler groups, community centres and play centres. Follow us on social media to be kept up to date on the latest terms and classes!
Let's go on an adventure to Make, Mess and Play together. 🌈",Sensory/Messy Play,"0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Greenoge, County Dublin, D24 WR20, Ireland",53.29879,-6.48037,,muckypicnic@gmail.com,https://muckypicnic.com,https://facebook.com/makemessplay,https://instagram.com/muckypicnic,,Price: Varies€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/07/mplogobuffer-150x150.webp
"Mulhuddart Parent, Baby and Toddler Group",https://totsspots.com/listing/mulhuddart-parent-baby-and-toddler-group/,Mulhuddart Baby & Toddler Group,"Mulhuddart Parent, Baby and Toddler Group is hosted by Empower. The group operates as a fun place for parents and carers to meet with their little ones. The group may alter it's activities from open play group to fun fitness class to buggy brigades. Keep an eye on their social media to find out what is on offer.
📍Location:  Mulhuddart Community Centre Church Road, Mulhuddart, Dublin 15, D15 R2VF
⏰Time: Every Thursday - times vary depending on type of group operating but usually between 9.30-12.15
💶 Cost: €2 per family (depending on activity)
🧸Contact Details: you can mgomez@empower.ie for any queries
**Keep an eye on social media for when the group starts back up after school holidays as it may not always align with term time.","Playgroups, Baby & Toddler Group","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Buzzardstown, Dublin, D15 R2VF, Ireland",53.40515,-6.39397,,mgomez@empower.ie,http://mulhuddartcommunitycentre.ie/weekly-class-calendar/,https://www.facebook.com/profile/100042555804190/search?q=toddler&filters=eyJycF9jaHJvbm9fc29ydDowIjoie1wibmFtZVwiOlwiY2hyb25vc29ydFwiLFwiYXJnc1wiOlwiXCJ9In0%3D,,,Per Family: 2€,False,False,groups-and-classes,https://totsspots.com/wp-content/uploads/2025/02/Donegal-Toddler-groups-2-2-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-2-1-2-1-1-2-1-1-1-1-1-1-1-1-1-2-150x150.webp?crop=1
Mum 2 Mum Skerries,https://totsspots.com/listing/mum-2-mum/,Mum 2 Mum support and breastfeeding guidance,"Private space for Skerries Breastfeeding mums to chat!
We are a group of local mums with babies/toddlers, supported by Friends of Breastfeeding, who meet up once a month. So whether you are still breastfeeding or not, expecting, back to work or working in the home you are very welcome to come join us for a cuppa and chat.
When: 10:30am-12:00 First Friday of every month in the Rock Bakery
Check Facebook to confirm meet up dates.","Breast Feeding, For Parents","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old",Dublin,"Townparks, Skerries, County Dublin, K34 CK27, Ireland",53.5787,-6.10953,,,https://www.facebook.com/SkerriesBreastfeedingSupport/about,https://www.facebook.com/SkerriesBreastfeedingSupport/,,,Meet Up: Free€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Music 4 Tots,https://totsspots.com/listing/music-class-baby-toddler-firhouse/,Music 4 Tots music & movement classes for babies.,"Music 4 Tots offers music and Movement classes for preschoolers.
Classes also offered in Firhouse Community Centre / Blackrock.
Please stay up to date with our locations and times on our social media accounts.
All caregivers WELCOME  and must stay with children.","Music, Movement & Play","6-12 months, 1 year old, 2 year old, 3 year old",Dublin,"Ballycragh, Dublin, D24 YY0H, Ireland  Blackrock, Dublin, Ireland",53.27626,-6.34103,,music4totsireland@gmail.com,,https://www.facebook.com/musicmovement4tots,https://www.instagram.com/music_4_tots?igsh=ZWMyanVjMWYxdDl6,,10 weeks: 100€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2024/09/inbound4473072578391004261-150x150.webp?crop=1
Music Cubs,https://totsspots.com/listing/music-cubs/,Fun parent & child music classes to grow a love of music together,"Parent & child music classes for babies, toddlers and big cubs aged between 0 to 5 yrs. Music Cubs classes are 30 minutes of fun, melody & play. Introduction to musical rhythms and beats & tempos. Teaching simple percussion to your bear cub. Enjoy love performances on a variety of instruments. A time to immerse yourselves in music, together. Little ones have a natural love of music. Grow that love in a gentle, fun way.
Classes in various locations across Dublin","Music, Sensory/Messy Play, Movement & Play","0-6 months, 6-12 months, 1 year old, 2 year old, 3 year old, 4 year old, 5 year old",Dublin,"Rathfarnham, Dublin, D14 PY99, Ireland  Terminus Mills, Bóthar Chluain Sceach, Rathmines, Dublin 6, Ireland  Dundrum, Dublin, D14 K820, Ireland  Dublin, D04 PF86, Ireland",53.30042,-6.27665,,,https://www.happycubs.ie/music-cubs/,,,,4 week term: 52€; 5 week term: 65€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Nikki Wessely Mum and Baby Yoga,https://totsspots.com/listing/mum-and-baby-yoga-skerries/,"Free Parent & Baby Yoga Classes, Skerries Library","Free Parent and Baby Yoga Classes in Skerries Library on Wednesdays 10:30 to 11:30 running through May 2026. Follow my socials to stay up to date with classes.
Suitable for babies from 6 weeks until crawling at speed.
We will practice gentle movement, breathwork, yoga with baby and some baby engagement.
Please bring a mat and a blanket for baby.","Yoga & Wellness, For Parents","0-6 months, 6-12 months",Dublin,"Townparks, Skerries, County Dublin, K34 FT61, Ireland",53.57859,-6.1066,0838444719,nikkiwessely@gmail.com,,,https://www.instagram.com/nikki_yoga_doula_reiki?igsh=Mnp4enZ0aDR5eTR4&utm_source=qr,,Free,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/04/Copy-of-Pink-and-Brown-Elegant-Yoga-Logo-150x150.webp?crop=1
Once Upon a...Fairytale,https://totsspots.com/listing/once-upon-a-fairytale/,Read-along + an illustration workshop!,"Step into a world of fairytales with illustrator Lauren O’Hara for a magical interactive craft workshop!
Enjoy a read-along of Once Upon a… Fairytale (Macmillan), and learn how to draw a cute Puss in Boots. Young storytellers will also get the chance to invent their own tale for Lauren to illustrate, and finish by crafting their very own fairytale hero. Perfect for creative kids who love stories, drawing, and making their own adventures.
Lauren O’Hara is an award-winning illustrator originally from the North of England, now based in Dublin. Her work has been published by  Macmillan, Puffin, Penguin Random House USA, Thames and Hudson and Walker Books.
Ages 7-12
Location: Axis Ballymun, Main Street, Ballymun, Dublin 9 Y9W0
Link into our website to stay up to date with our classes and activities","Art & Crafts, Storytime, Reading/Writing","7 year old, 8 year old, 9 year old, 10 year old, 11 year old, 12 year old",Dublin,"Dublin, D09 Y9W0, Ireland",53.39578,-6.26279,,,https://www.axisballymun.ie/once-upon-a-fairytale,,,,Ticket: 12€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/06/Axis_25-Year-Logo_RGB_Dark-Purple-Text-150x150.webp?crop=1
Online - Baby Academy,https://totsspots.com/listing/baby-academy/,Professional Advice for introducing solid foods,"Get Practical and Professional Advice On
The why's, when's, what's and how's of starting solids
The 3 stages of introducing solid foods
How things will change when baby is 12 months+
Baby-led feeding
Getting a grasp of your baby's nutritional needs
Unsuitable foods for babies
Food allergies
Gagging reflex versus choking
Classes are Online
You do not require a video or microphone, as you are not required to be seen or to speak at the class. You can ask any questions you have in the live chat and our Instructor will be delighted to answer any queries you have.",Weaning,"0-6 months, 6-12 months",Dublin,"Dublin, Ireland",53.34981,-6.26031,,reception@babyacademy.ie,https://yourbabyacademy.com/ie/free-starting-solids-class/,,,,Classes: Free€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Online - Empower Baby Food Made Easy,https://totsspots.com/listing/empower-baby-food-made-easy/,Monthly zoom delivered by HSE Community Dietitians,"Workshops are aimed at parents who are starting or thinking about starting weaning and would like to get more information and have their questions answered.
Usually the last Tuesday of the Month. Booking in advance is required as spaces limited",Weaning,"0-6 months, 6-12 months",Dublin,"Mulhuddart, County Dublin, Ireland",53.40168,-6.39982,,,https://www.eventbrite.ie/e/baby-food-made-easy-registration-216853102467?fbclid=IwZXh0bgNhZW0CMTAAAR1rVslRZw0QtSeS1CL5RVvYNG5RT0Goirb8J2bJhlaGWMMHMPmhpbJF6Ts_aem_m-V98QsBFwJVvx_N0a3wrg,,,,Class: Free€,False,False,groups-and-classes,https://totsspots.com/wp-content/themes/my-listing/assets/images/marker.jpg
Palabritas,https://totsspots.com/listing/palabritas/,Spanish Through Play for Toddlers & Children,"Fun, immersive Spanish sessions where toddlers and children (18 months - 10 years) learn naturally through play, music and storytelling. No Spanish needed.
💛 What we do
At Palabritas, children learn Spanish in a natural and playful way, just like they learn their first language.
Our sessions are designed for:
- Families who want to introduce Spanish from an early age
- Parents raising multilingual children
- Families where Spanish is already present at home and want a space to practise and strengthen it
🌍 Spanish is the second most spoken language in the world, and learning it early opens the door to communication, culture and connection.
All sessions are led by a native Spanish speaker, qualified in Early Childhood Education, with extensive experience in second language acquisition.
Through play, children:
- Build confidence in communication
- Develop listening and understanding skills
- Connect with language through real-life experiences
- Explore culture in a fun and meaningful way
Our classes:
🟡 Spanish Play for Toddlers (18 months – 3 years)
A gentle introduction to Spanish through play, with a parent or carer.
Music and movement
Sensory play
Repetition and routines
Parent-child bonding
🟢 Spanish Explorers Club (4 – 6 years)
Independent sessions where children begin to communicate naturally in Spanish.
Interactive storytelling
Games and role play
Vocabulary through action
Creative activities
🔵 Spanish Power Club (7 – 10 years)
A deeper immersion where children build confidence using Spanish naturally.
Speaking through play
Creative projects
Cultural themes
Group interaction
Locations:
📍 Maynooth (Maynooth Community Space)
📍 Leixlip (Leixlip Youth Community and Family Resource Centre)
📍 Lucan (Adamstown Community Centre)
🌍 Why families love Palabritas:
- Native, qualified and experienced educator
- No previous Spanish needed
- Small group sizes for a personalised experience
- Play-based, pressure-free learning
- Focus on confidence and communication
- Inclusive and welcoming environment
👉 Book your place:
🔗 https://tally.so/r/XxRZPe
📲 Follow us for updates and new groups:
👉 Instagram: @palabritas.ie
A unique experience!
Children don’t just learn Spanish
They experience it through play, connection and culture","Movement & Play, Playgroups, Language, Storytime","1 year old, 2 year old, 3 year old, 4 year old, 5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old",Dublin,"Lucan, Dublín, Irlanda  Leixlip, County Kildare, Irlanda  Maynooth, County Kildare, Irlanda",53.35721,-6.44985,,,https://www.instagram.com/palabritas.ie/,https://www.facebook.com/profile.php?id=61576585284256,https://www.instagram.com/palabritas.ie/,http://www.linkedin.com/in/ana-kenia-rivas,4 weeks block: 60€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/05/p-150x150.webp?crop=1
Parent & Child Yoga & Mindfulness Gathering,https://totsspots.com/listing/parent-child-yoga-and-mindfulness-gathering/,"Love, Laughter and Yoga-Creating memories together","An afternoon of laughter, love, and shared moments as we celebrate the power of connection and the transformative magic of yoga.
This unique class offers a rare chance for grown-ups and kids to connect, observe and learn from one another in a fun, mindful environment.
No phones, no iPads, no TV…just you and your child.
💫IMPORTANT INFORMATION
📅 These sessions happen every 2 months on either a Saturday or Sunday afternoon.
⏱️ The next is Sunday 8th Feb 1.30-2.30pm.
📍 Beaumont Scouts Hall, D05 CD37
🎟️ €25 Ratio: 1 adult - 1 child (5 to 11 yrs)
*Extra Child: Although I recommend sharing these moments with just 1 child rather than splitting your attention, if you wish, another sibling can join (€10 extra)
💫TESTIMONIALS:
""My daughter and I attended one of Aoife's family yoga sessions. It far exceeded my expectations. From the moment we walked in we felt the warmth of her welcome. It was both fun and relaxing but most of all there were special moments of connection created between mother and child. I cannot recommend Aoife enough. I will definitely be returning!"" (Amy)
""What an amazing class! My 6 years daughter absolutely loves it, we’ve been a few times now and will definitely go again. A perfect mix of relaxation and activity to get us moving and taking it easy.""
(Tara)
""Myself & my daughter really loved Aoife´´'s Parent & Child Session. It was a great way for us to hang out together, have fun and relax. The session was super interactive and Aoife made feel us both feel at home.""
(Keith Nelson)
""My daughter and I thoroughly enjoyed our time with Aoife at her family yoga class. It was a great way to spend some quality time together. Aoife’s warmth and enthusiasm made sure the class was the perfect mix of fun and relaxation. We can’t wait for our next family yoga class! ""
(Fiona Edwards)
""Aoife teaches yoga to children from 4 to 13 years in our school. She is professional, friendly, thoughtful and skilled. She also runs family yoga sessions in our school which are wonderful! She always understands the children's needs and tailors her classes perfectly to meet the children's needs. We are very lucky to have Aoife as our yoga teacher in our school.""
(St Joseph's National School, Coolock)",Yoga & Wellness,"5 year old, 6 year old, 7 year old, 8 year old, 9 year old, 10 year old, 11 year old",Dublin,"Beaumont, Dublin, D05 CD37, Ireland",53.38678,-6.22418,,ancientsoulhealing@gmail.com,,https://www.facebook.com/ancientsoulhealing,https://www.instagram.com/ancientsoulhealing/,http://www.linktr.ee/ancientsoulhealing,1 parent & 1 child: 25€,True,False,groups-and-classes,https://totsspots.com/wp-content/uploads/listing-uploads/logo/2026/01/Ancient-150x150.webp?crop=1
