Title,URL,Website,Phone,Description,Address,Latitude,Longitude,Categories,Dublin Zone,Book Now URL,Added Date,Image URL
Chime In And Play,https://dublincitymum.ie/listing/chime-in-and-play/,https://www.playandmusic.ie/Chimein/Chimein.shtml,,"Baby & Toddler Sensory Play + Music + Art + Sport + Baby Massage | At Chime In And Play (formerly Gymboree), you and your child will build creativity, confidence and lifelong friendships. Their classes (suitable from birth – 5 years) | encourage development through play and learning designed to support your child’s growth their individual pace. From sensory stimulation to problem-solving games and storytelling, Chime In and Play use play-based activities to stretch the body and mind. | With locations all across Dublin, find | your local class here.",Various locations,,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Chime-800x468.jpg
Christ Church Cathedral,https://dublincitymum.ie/listing/christ-church-cathedral/,https://christchurchcathedral.ie/,,"Step into | Christ Church Cathedral, | and it’s like stepping into Dublin’s secret medieval time capsule, it’s nearly a thousand years old and was originally a Viking church built around AD 1030. As you wander through awe‑inspiring Gothic arches and whispery stone halls, kids will love spotting the mummified cat and rat tucked away in the crypt—because what’s more memorable than museum-level rodents stuck in eternity? You can also see the tomb of the famous Strongbow and (gulp!) the heart of Saint Laurence O’Toole. Talk about tangible history that’s equal parts fascinating and face‑palm funny. | But wait, it gets better. Families can | totally | get hands‑on here: don a medieval knight’s tunic or Tudor hat in the crypt’s dress‑up corner, relive the tale of Strongbow and Aoife, or even play at being an 18th-century stallholder. And if any brave child is aged 12 or over? They—and even grown‑ups—can clamber up to the belfry and try their hand at ringing Christ Church’s famous bells. It’s not just an indoor activity—it’s a full-on, historic, hands-on adventure that’ll have little ones buzzing with stories for days! | With combo‑ticket options that include | Dublinia | next door, it’s the perfect indoor family day out—historic, hands-on, and hilariously educational.","Christchurch Place, Dublin, Ireland",53.343044,-6.270922,Indoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Christchurch-1-800x600.jpg
Chupi,https://dublincitymum.ie/listing/chupi/,https://www.chupi.com/,,"Chupi | crafts modern heirlooms to be cherished for a lifetime and passed down through generations. Each piece is lovingly made in Dublin from recycled solid gold and ethically sourced gemstones, blending sustainability with timeless elegance. Inspired by nature, nostalgia, and life’s milestones, Chupi’s jewellery tells stories of love, strength, and celebration. | Founded by the incredible designer Chupi Sweetman, the brand has grown from a small Irish studio into an internationally adored name — proof that modern luxury can be both meaningful and kind to the planet, while staying proudly and beautifully Irish.",,,,Brands We Love; Gifts; Jewellery Designers,,,,https://dublincitymum.ie/wp-content/uploads/2025/10/Screenshot_26-10-2025_83549_www.instagram.com_.jpeg
Ciara Butler Lactation Consultant,https://dublincitymum.ie/listing/ciara-butler-lactation-consultant/,https://www.ciara-butler.com/,,"Ciara Butler, IBCLC & Midwife is the expert you’ll wish you had on speed dial during those early, bleary-eyed breastfeeding days. Based in Dublin and Wicklow, Ciara brings a wealth of experience—from nursing in London during the nineties to midwifery at the National Maternity Hospital, to becoming an International Board Certified Lactation Consultant in 2011—just three weeks before her third daughter was born. She offers a full range of one-on-one support—antenatal prep sessions to boost your confidence before baby arrives, postnatal troubleshooting for everything from latch issues to milk supply, smooth weaning consultations, and even tailored bottle-refusal help—all available in person or online. Whether it’s gentle expert guidance or gentle reassurance you need, Ciara creates a caring, judgment-free space to help nurture both baby and mum on this beautiful, sometimes bumpy journey.","Little Roo 6 Temple Rd, Blackrock, Co Dublin.",,,Breastfeeding,,,,https://dublincitymum.ie/wp-content/uploads/2025/09/Screenshot-314.png
Cinnamon,https://dublincitymum.ie/listing/cinnamon/,https://www.cinnamon.ie/,+35319013020,"Cinnamon | (Ranelagh) | Cozy and community-focused, Cinnamon is a feel-good café where brunch feels like a welcome hug, complete with stylish décor, a broad menu, and a dedicated kids’ menu (think egg toast, goujons, or margherita pizza). And it’s dog friendly so everyone’s happy! | Kids Menu: | Yes. | High Chairs: | Yes. | Baby Changing: | Yes, | Why It’s Great: | Warm, buzzing, and unpretentious, perfect for families who want delicious food with a side of charm. | Nearby Family Activity: | Wander to | Belgrave Square playground | for burning off cinnamon-fuelled energy.","83-87 Main St, Ranelagh, Dublin 6, Ireland",53.324035,-6.252143,Eat,,https://www.cinnamon.ie/bookings,,https://dublincitymum.ie/wp-content/uploads/2025/05/Screenshot-2025-09-01-at-12.29.47-800x600.png
Circus Photography,https://dublincitymum.ie/listing/circus-photography/,https://www.circusphotography.com/,+353878620056,"From charming First Communion portraits to professional family and branding shoots, Suzanne Fahey’s studio offers a relaxed, stylish photography experience that truly reflects your personality. With a secure online gallery system and glowing reviews to match, Circus Photography delivers memorable, studio-perfect images whether you’re lounging at home or capturing milestones in the great outdoors.","Harold's Cross, Dublin",,,Photographers,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-275-800x600.png
City Kayaking,https://dublincitymum.ie/listing/city-kayaking/,https://citykayaking.com/,,"This may be the best way to view all of Dublin City’s historic bridges. This is a cool site seeing tour coupled with a slice of family adventure. The trips are led by an experienced local guide and all the kayaks are very stable | “sit on top” | style ideal for beginners.  The experience takes about 2 hours – with at least 90 minutes are on the water. Buoyancy aids are provided to keep you safe. | Minimum age is 12 years old. | Under 16’s must be accompanied on the water at all times by an adult. | Clothing: | Recommended you arrive wearing clothes and shoes that you don’t mind getting wet, (shorts or leggings are ideal in the summer, fleece and warmer trousers in the winter). You’ll need something dry to get changed into and a towel. There are | no changing facilities | on site. So leave your valuables at home or in the car. | Phones: | Some visitors have captured amazing photos. Remember you’ll be on the Liffey, if you drop it, it’s gone! | Launching base: | is from City Kayaking’s pontoon by the Liffey Boardwalk, between the Ha’Penny and the O’Connell bridge.","Liffey Boardwalk, North City, Dublin, Ireland",53.346772,-6.262143,Outdoor,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/city-kayaking-800x480.jpg
ClapHandies PlayLabs,https://dublincitymum.ie/listing/claphandies/,https://www.claphandies.com/playlabs.php,,"If you’re seeking joyous, playful classes for your little one, | ClapHandies PlayLabs | deliver in spades. Designed for babies, wobblers, and toddlers (birth to ~3½), every session blends music, movement, sensory play, rhyme, and storytelling — creating moments of connection and discovery. | At the helm is Liza Crotty, the dreamer and doer behind ClapHandies. With more than 15 years of guiding Dublin families into playful learning, Liza infuses every class with heart, creativity, and infectious energy. | We adore ClapHandies because under Liza’s vision, play becomes poetry, parent–child bonds deepen, and early years are filled with wonder, laughter, and very happy toddlers.",Various locations,,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/claphandies.jpg
Classical Kids,https://dublincitymum.ie/listing/classical-kids/,https://classicalkids.ie/pages/contact-us/,,"Designed for the pre-schooler and older child up to 7 or 8, Classical Kids is all about interacting with the music in a totally natural way. Making sounds, moving around, dressing up, and standing completely still with mouth wide open, it’s all good with them! They have play mats, lego, colouring, and musical worksheets for older children.",,,,Music,,,,https://dublincitymum.ie/wp-content/uploads/2025/06/Screenshot-143.png
Classical Kids,https://dublincitymum.ie/listing/classical-kids-2/,https://classicalkids.ie/,,"Relaxed, affordable, accessible classical music concerts for parents, children, toddlers and babies in community settings. Founded by musicians | Aura Stone and Sylvia Roberts | , Classical Kids | believe interacting in a natural way, whether that’s dancing, making a noise, or playing, is key to absorbing all that the world of classical music has to offer. They have play-mats, colouring, toys and music worksheets to facilitate this musical journey. Suitable for | 0 – 3 years. | Regular concerts take place across Dublin, click here to find | your nearest musical feast! | And if you your child falls in love with the classical music, Classical Kids have their own | Spotify playlis | t for you enjoy in your own space.",Various locations,,,Baby + Toddler Classes,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/classical-k-800x600.jpg
Clayton Hotel Cardiff Lane,https://dublincitymum.ie/listing/clayton-hotel-cardiff-lane/,https://www.claytonhotels.com/cardiff-lane/,+35316439500,"Location: | Grand Canal Dock, Dublin 2 – Near the Bord Gáis Energy Theatre and Grand Canal Dock, close to Dublin’s business district and cultural venues. | Family Perks: | Clayton Hotel offers family rooms, an indoor swimming pool, and child-friendly menus. Located near the water, families can enjoy canal-side walks and explore nearby attractions like the National Gallery and St. Stephen’s Green. The hotel’s family-friendly atmosphere and affordable luxury make it an ideal option.","Sir John Rogerson's Quay, Dublin, D02 CR67, Ireland",53.346038,-6.239035,Mid Range Family Hotels Dublin,,,,https://dublincitymum.ie/wp-content/uploads/2025/08/Screenshot-2025-08-11-at-07.44.00-800x600.png
